order_id,delivery_id,delivery_status,delivery_time,rider_id
352,120,Delayed,15:39:01,295
353,121,Delivered,15:35:46,294
356,122,Delayed,00:18:38,291
359,123,Delivered,15:04:55,9
361,124,Delayed,03:02:46,238
363,125,Delivered,04:01:08,250
364,126,Delivered,21:20:02,29
369,127,Delivered,02:17:24,105
371,128,Delayed,13:08:49,288
372,129,Delayed,17:59:45,135
375,130,Delivered,12:08:59,273
379,131,Delayed,04:12:51,250
381,132,Delivered,06:52:04,258
382,133,Delivered,09:50:34,222
387,134,Delivered,17:02:15,32
389,135,Delayed,19:05:57,49
390,136,Delayed,23:28:34,157
391,137,Delivered,17:58:57,193
394,138,Delayed,13:26:28,270
395,139,Delayed,16:31:04,177
403,140,Delivered,22:08:05,288
409,141,Delayed,07:03:56,177
412,142,Delayed,07:32:54,50
416,143,Delayed,10:49:10,102
423,144,Delayed,17:08:48,133
426,145,Delivered,19:01:09,131
428,146,Delayed,01:51:24,211
430,147,Delivered,05:52:16,240
434,148,Delivered,19:10:12,264
437,149,Delivered,05:43:23,122
441,150,Delivered,13:33:48,14
442,151,Delivered,01:44:53,9
443,152,Delivered,01:36:37,143
447,153,Delayed,07:43:41,33
452,154,Delivered,07:44:10,258
457,155,Delayed,03:58:08,285
458,156,Delayed,09:45:28,299
463,157,Delivered,11:20:52,119
464,158,Delivered,17:47:41,25
468,159,Delayed,09:48:04,174
469,160,Delivered,22:28:19,103
471,161,Delivered,13:50:02,109
472,162,Delayed,17:07:14,111
474,163,Delivered,15:09:18,33
476,164,Delivered,17:17:07,117
477,165,Delayed,02:19:00,241
480,166,Delivered,01:38:21,62
484,167,Delivered,02:36:16,290
485,168,Delayed,13:36:45,92
488,169,Delivered,01:55:15,21
490,170,Delayed,06:59:27,3
493,171,Delayed,10:39:16,88
494,172,Delivered,10:18:04,254
497,173,Delivered,19:57:51,240
499,174,Delivered,01:15:29,99
500,175,Delayed,12:34:47,58
501,176,Delayed,09:10:48,113
503,177,Delayed,03:30:46,285
504,178,Delivered,20:43:58,5
508,179,Delivered,05:44:05,276
511,180,Delivered,12:41:21,68
513,181,Delivered,01:52:19,11
514,182,Delivered,16:34:40,192
517,183,Delivered,08:20:20,112
519,184,Delayed,10:50:24,53
520,185,Delayed,18:00:51,254
521,186,Delivered,00:06:55,116
524,187,Delayed,21:20:45,8
525,188,Delayed,04:32:39,246
527,189,Delivered,07:25:13,76
530,190,Delayed,07:55:03,137
535,191,Delayed,11:14:06,97
536,192,Delivered,13:00:31,30
541,193,Delivered,04:15:51,34
548,194,Delayed,05:37:20,152
549,195,Delivered,02:14:47,247
554,196,Delivered,04:06:32,292
563,197,Delivered,13:11:22,298
573,198,Delayed,17:37:19,262
575,199,Delayed,09:23:01,118
577,200,Delayed,01:33:06,139
579,201,Delivered,19:21:42,140
585,202,Delivered,19:37:42,86
587,203,Delivered,23:27:32,11
591,204,Delayed,14:54:52,118
596,205,Delayed,03:32:56,50
598,206,Delayed,08:59:59,287
603,207,Delivered,17:31:59,212
604,208,Delayed,07:24:49,259
607,209,Delayed,10:28:25,293
608,210,Delivered,10:42:15,176
610,211,Delivered,06:35:51,155
611,212,Delivered,10:55:56,125
612,213,Delayed,09:18:55,152
613,214,Delivered,08:24:20,80
616,215,Delivered,12:22:14,73
620,216,Delivered,01:35:42,59
623,217,Delayed,21:24:14,8
624,218,Delayed,13:48:23,117
630,219,Delayed,04:42:52,27
635,220,Delivered,11:06:31,74
636,221,Delayed,18:49:30,39
638,222,Delayed,15:57:25,59
639,223,Delayed,08:15:31,189
640,224,Delayed,17:43:23,126
642,225,Delayed,18:17:10,81
643,226,Delivered,00:28:35,204
644,227,Delayed,21:25:31,230
645,228,Delivered,06:31:21,153
657,229,Delayed,08:19:34,185
659,230,Delayed,07:13:21,297
665,231,Delivered,08:20:34,131
666,232,Delivered,13:53:45,300
667,233,Delivered,09:23:07,153
675,234,Delivered,19:49:19,54
676,235,Delayed,22:22:33,166
678,236,Delivered,16:30:33,38
680,237,Delivered,06:38:32,163
684,238,Delayed,08:20:28,93
685,239,Delayed,09:25:47,101
686,240,Delivered,17:16:54,112
687,241,Delivered,04:45:50,281
689,242,Delivered,06:57:58,9
691,243,Delayed,22:21:19,52
693,244,Delivered,17:10:52,218
694,245,Delayed,10:34:55,172
698,246,Delayed,19:42:06,182
701,247,Delayed,11:35:54,150
704,248,Delivered,20:12:49,185
705,249,Delayed,01:34:34,9
709,250,Delayed,06:37:32,262
710,251,Delivered,01:48:47,136
712,252,Delayed,22:34:21,278
716,253,Delivered,14:59:07,258
717,254,Delayed,07:07:01,80
718,255,Delayed,11:45:26,106
720,256,Delivered,02:46:17,13
721,257,Delayed,01:23:33,40
723,258,Delivered,22:02:03,264
728,259,Delivered,19:37:03,197
729,260,Delayed,11:26:22,15
730,261,Delivered,23:39:44,280
733,262,Delivered,11:51:15,215
736,263,Delivered,12:33:13,169
739,264,Delivered,17:28:37,16
741,265,Delivered,21:02:32,126
743,266,Delayed,11:57:45,271
749,267,Delivered,09:32:31,130
751,268,Delayed,14:21:25,248
752,269,Delayed,20:37:44,209
754,270,Delivered,12:03:04,121
755,271,Delayed,06:17:33,19
756,272,Delivered,23:27:30,173
757,273,Delivered,05:26:51,261
760,274,Delivered,17:10:05,69
766,275,Delayed,17:34:15,12
780,276,Delivered,08:24:53,204
783,277,Delivered,20:44:31,48
785,278,Delivered,06:25:07,291
786,279,Delayed,01:04:53,37
787,280,Delivered,20:12:29,6
788,281,Delayed,15:02:57,159
789,282,Delayed,04:46:59,221
791,283,Delayed,08:10:07,111
793,284,Delivered,14:21:59,180
797,285,Delivered,05:08:52,272
805,286,Delayed,01:29:38,101
812,287,Delayed,14:30:59,9
819,288,Delayed,07:05:34,120
823,289,Delayed,06:17:34,44
824,290,Delayed,06:00:32,146
825,291,Delivered,03:52:07,179
826,292,Delivered,06:50:16,108
835,293,Delivered,12:44:08,2
836,294,Delivered,23:54:57,295
839,295,Delayed,02:34:07,150
841,296,Delivered,07:02:18,172
845,297,Delivered,23:58:05,45
848,298,Delivered,22:33:07,148
849,299,Delayed,21:07:35,34
851,300,Delayed,11:28:39,181
854,301,Delayed,03:38:51,179
860,302,Delayed,10:31:32,122
861,303,Delayed,20:03:53,170
863,304,Delivered,08:00:00,271
864,305,Delivered,23:37:58,209
868,306,Delayed,03:47:59,232
870,307,Delayed,22:35:46,8
871,308,Delayed,02:46:29,70
873,309,Delivered,07:47:25,124
883,310,Delayed,01:28:47,189
889,311,Delivered,14:52:47,13
890,312,Delayed,06:40:08,208
894,313,Delivered,00:39:54,91
895,314,Delivered,07:35:10,262
900,315,Delivered,13:36:49,194
906,316,Delayed,15:17:10,139
909,317,Delayed,21:19:26,215
912,318,Delayed,11:06:12,36
915,319,Delivered,06:58:12,128
917,320,Delivered,06:03:58,89
919,321,Delayed,19:37:37,209
920,322,Delayed,23:15:17,206
921,323,Delayed,17:18:33,255
922,324,Delivered,20:53:23,198
929,325,Delivered,12:54:36,182
933,326,Delayed,03:07:30,230
938,327,Delivered,15:59:21,276
942,328,Delayed,07:21:49,276
943,329,Delivered,12:12:03,100
948,330,Delivered,19:08:15,150
949,331,Delivered,14:35:17,207
952,332,Delayed,14:41:43,275
953,333,Delivered,11:52:52,159
954,334,Delivered,10:19:46,65
955,335,Delayed,12:49:19,53
956,336,Delayed,02:52:32,125
957,337,Delayed,20:38:43,24
968,338,Delivered,10:16:25,151
970,339,Delayed,11:38:47,153
972,340,Delayed,07:07:16,51
976,341,Delayed,16:29:59,283
977,342,Delivered,07:39:27,70
979,343,Delayed,19:29:13,39
980,344,Delayed,14:01:03,280
983,345,Delivered,15:29:21,222
987,346,Delayed,09:05:39,205
989,347,Delivered,11:20:49,237
991,348,Delivered,00:22:46,70
997,349,Delayed,06:10:57,289
1001,350,Delivered,00:29:32,127
1003,351,Delayed,16:34:21,220
1006,352,Delayed,20:46:24,223
1007,353,Delayed,05:12:17,183
1010,354,Delayed,22:45:03,2
1012,355,Delivered,14:58:36,23
1013,356,Delivered,01:50:42,191
1026,357,Delayed,01:06:00,218
1027,358,Delivered,13:03:11,160
1032,359,Delivered,12:50:09,81
1034,360,Delayed,10:29:11,17
1038,361,Delayed,13:55:23,157
1042,362,Delivered,06:07:23,19
1043,363,Delayed,12:02:45,298
1044,364,Delayed,11:57:40,172
1046,365,Delivered,05:11:01,142
1055,366,Delivered,06:38:46,1
1056,367,Delivered,14:05:33,39
1058,368,Delayed,17:45:47,127
1059,369,Delivered,23:52:13,87
1060,370,Delayed,05:53:51,264
1063,371,Delayed,05:08:04,95
1064,372,Delivered,10:36:49,244
1065,373,Delivered,20:51:34,280
1066,374,Delivered,22:52:06,81
1075,375,Delivered,08:02:50,73
1087,376,Delivered,17:12:09,85
1089,377,Delivered,05:38:31,49
1091,378,Delayed,09:30:20,203
1093,379,Delivered,16:05:41,15
1094,380,Delayed,07:10:07,295
1095,381,Delayed,02:36:14,258
1100,382,Delayed,09:53:44,38
1102,383,Delayed,23:41:14,103
1103,384,Delayed,10:02:13,173
1105,385,Delayed,05:06:58,232
1106,386,Delivered,10:59:21,300
1110,387,Delayed,04:53:05,106
1112,388,Delayed,22:39:35,294
1114,389,Delayed,08:49:13,209
1116,390,Delivered,21:06:48,299
1118,391,Delayed,22:35:50,113
1120,392,Delivered,22:55:10,171
1121,393,Delivered,14:20:33,180
1123,394,Delayed,18:47:11,131
1124,395,Delivered,13:09:07,50
1127,396,Delayed,07:50:16,33
1132,397,Delayed,18:01:11,86
1133,398,Delayed,22:04:03,95
1135,399,Delivered,00:01:06,268
1142,400,Delayed,00:30:44,51
1146,401,Delayed,22:52:48,215
1150,402,Delayed,18:32:48,131
1152,403,Delivered,02:26:54,162
1153,404,Delivered,19:56:53,285
1155,405,Delayed,15:29:09,199
1156,406,Delivered,23:49:54,93
1158,407,Delayed,21:18:30,98
1161,408,Delayed,22:42:07,297
1165,409,Delivered,17:26:06,48
1166,410,Delivered,16:14:45,237
1167,411,Delivered,10:56:01,131
1177,412,Delayed,06:37:48,258
1179,413,Delayed,22:13:15,54
1181,414,Delayed,14:08:59,272
1183,415,Delivered,00:04:43,204
1188,416,Delayed,01:43:19,293
1189,417,Delivered,02:30:34,219
1195,418,Delayed,01:54:42,42
1196,419,Delayed,03:42:05,89
1199,420,Delivered,20:02:10,73
1201,421,Delayed,01:16:33,263
1207,422,Delayed,10:39:27,166
1208,423,Delivered,02:32:57,22
1211,424,Delivered,22:26:22,70
1216,425,Delayed,18:59:57,184
1225,426,Delayed,08:19:54,210
1235,427,Delivered,11:34:06,91
1237,428,Delivered,03:52:15,21
1247,429,Delivered,23:16:12,208
1248,430,Delivered,05:51:44,233
1251,431,Delivered,18:48:58,288
1253,432,Delivered,04:49:55,277
1255,433,Delayed,01:16:21,257
1256,434,Delayed,22:36:19,152
1263,435,Delivered,07:48:54,239
1266,436,Delayed,12:06:05,118
1267,437,Delivered,18:38:43,125
1269,438,Delayed,22:27:47,83
1270,439,Delivered,22:45:30,168
1271,440,Delayed,18:11:22,221
1272,441,Delivered,13:28:13,220
1273,442,Delayed,18:41:26,127
1274,443,Delivered,11:52:01,81
1275,444,Delayed,17:36:02,176
1276,445,Delayed,11:41:20,296
1277,446,Delayed,06:23:34,156
1279,447,Delivered,07:16:42,75
1284,448,Delivered,00:41:28,299
1288,449,Delivered,19:01:25,98
1292,450,Delayed,01:51:27,87
1295,451,Delayed,23:33:51,61
1296,452,Delayed,21:09:23,31
1297,453,Delayed,06:07:35,140
1301,454,Delayed,04:57:00,256
1307,455,Delivered,11:12:37,138
1309,456,Delayed,09:41:16,91
1311,457,Delayed,07:26:27,37
1312,458,Delivered,13:28:56,199
1313,459,Delivered,04:43:11,141
1319,460,Delivered,02:29:42,257
1320,461,Delivered,18:04:52,90
1324,462,Delivered,15:16:01,118
1327,463,Delayed,06:55:06,32
1330,464,Delivered,06:23:52,181
1339,465,Delayed,11:04:23,87
1341,466,Delivered,22:07:48,27
1347,467,Delayed,22:03:38,125
1352,468,Delivered,11:45:15,203
1355,469,Delivered,02:32:16,18
1358,470,Delayed,14:34:05,140
1362,471,Delayed,01:58:05,78
1365,472,Delivered,04:01:58,241
1366,473,Delayed,16:44:43,296
1367,474,Delayed,16:16:39,15
1371,475,Delayed,13:00:49,126
1376,476,Delayed,21:49:38,47
1389,477,Delivered,14:00:33,186
1393,478,Delayed,22:14:06,32
1410,479,Delivered,12:55:08,164
1412,480,Delayed,11:48:58,145
1414,481,Delayed,14:49:36,232
1416,482,Delayed,08:53:50,167
1418,483,Delayed,19:16:19,59
1421,484,Delivered,23:07:32,137
1423,485,Delivered,03:13:32,64
1425,486,Delayed,03:29:51,250
1426,487,Delayed,20:13:57,168
1427,488,Delivered,15:07:51,267
1428,489,Delayed,20:07:40,225
1431,490,Delivered,11:35:44,84
1438,491,Delayed,04:17:12,165
1440,492,Delivered,15:41:36,209
1445,493,Delivered,18:00:24,54
1449,494,Delivered,03:03:01,112
1456,495,Delayed,18:45:30,108
1466,496,Delayed,08:10:16,226
1472,497,Delayed,20:20:27,179
1481,498,Delayed,06:46:40,36
1483,499,Delayed,10:44:06,169
1493,500,Delivered,14:08:49,202
1494,501,Delivered,22:01:44,217
1502,502,Delayed,07:17:46,83
1504,503,Delivered,08:07:27,10
1506,504,Delayed,06:20:14,133
1511,505,Delivered,05:07:10,2
1512,506,Delayed,09:44:22,155
1516,507,Delivered,17:41:57,250
1517,508,Delivered,16:22:54,67
1518,509,Delivered,11:43:29,214
1522,510,Delayed,05:05:09,72
1531,511,Delivered,16:22:03,151
1535,512,Delivered,15:37:46,124
1538,513,Delayed,20:20:43,172
1539,514,Delayed,03:01:58,114
1541,515,Delivered,18:54:09,178
1546,516,Delivered,23:12:56,124
1549,517,Delivered,03:22:13,252
1551,518,Delayed,10:10:53,126
1554,519,Delivered,06:32:39,216
1559,520,Delivered,22:36:42,169
1567,521,Delayed,11:35:07,148
1568,522,Delayed,21:13:44,165
1570,523,Delayed,08:45:42,4
1571,524,Delayed,23:01:39,7
1574,525,Delayed,11:10:19,41
1577,526,Delivered,03:54:12,146
1598,527,Delayed,01:07:36,98
1599,528,Delayed,05:39:05,141
1602,529,Delayed,07:06:54,30
1608,530,Delayed,20:05:59,299
1612,531,Delayed,15:26:28,10
1614,532,Delivered,17:45:07,244
1618,533,Delayed,13:50:38,10
1619,534,Delayed,12:36:01,173
1627,535,Delayed,19:33:07,192
1628,536,Delivered,02:22:57,186
1629,537,Delayed,04:03:43,126
1630,538,Delayed,10:42:43,161
1632,539,Delayed,10:11:29,144
1634,540,Delayed,14:59:35,281
1635,541,Delivered,21:50:14,99
1636,542,Delivered,14:28:33,186
1637,543,Delayed,05:53:46,188
1645,544,Delivered,23:37:24,221
1646,545,Delayed,01:43:30,99
1647,546,Delivered,03:55:30,60
1648,547,Delivered,18:20:02,246
1649,548,Delayed,05:31:10,293
1651,549,Delayed,14:00:53,139
1652,550,Delivered,02:32:52,272
1655,551,Delayed,12:01:12,32
1656,552,Delayed,12:19:53,127
1665,553,Delayed,16:45:11,286
1674,554,Delayed,01:17:43,96
1676,555,Delivered,20:25:39,133
1680,556,Delivered,06:12:13,36
1682,557,Delivered,22:10:34,221
1685,558,Delayed,16:09:29,164
1687,559,Delivered,13:39:53,137
1691,560,Delayed,14:49:58,29
1694,561,Delayed,23:05:21,99
1695,562,Delivered,16:50:40,35
1697,563,Delayed,17:21:47,113
1698,564,Delivered,07:14:00,199
1702,565,Delayed,20:16:53,244
1706,566,Delivered,01:49:20,256
1707,567,Delivered,06:42:38,77
1715,568,Delivered,14:42:51,75
1718,569,Delayed,13:43:12,292
1723,570,Delayed,02:56:09,226
1725,571,Delayed,22:06:19,46
1728,572,Delayed,00:56:28,111
1731,573,Delivered,12:12:39,176
1732,574,Delayed,23:59:29,124
1734,575,Delivered,11:03:53,63
1737,576,Delivered,22:56:31,51
1745,577,Delayed,18:27:32,300
1746,578,Delayed,23:49:46,248
1750,579,Delivered,09:14:12,190
1753,580,Delivered,11:43:51,18
1759,581,Delayed,08:48:18,14
1760,582,Delivered,02:50:18,138
1765,583,Delayed,15:09:24,139
1768,584,Delayed,00:53:11,256
1770,585,Delayed,02:36:25,100
1771,586,Delivered,18:05:00,134
1772,587,Delayed,03:44:58,240
1773,588,Delivered,20:19:58,287
1775,589,Delivered,19:17:47,98
1777,590,Delivered,08:59:00,78
1778,591,Delivered,09:02:44,177
1780,592,Delayed,20:07:40,66
1782,593,Delayed,07:54:49,190
1784,594,Delayed,10:35:10,174
1788,595,Delayed,00:39:31,108
1791,596,Delayed,15:06:20,200
1794,597,Delayed,01:36:14,166
1797,598,Delivered,02:54:35,183
1801,599,Delayed,13:12:43,197
1803,600,Delayed,10:47:34,206
1810,601,Delayed,12:26:21,35
1811,602,Delayed,15:52:15,162
1812,603,Delayed,20:36:47,28
1814,604,Delivered,00:08:53,25
1821,605,Delayed,21:14:19,168
1822,606,Delivered,10:12:11,140
1823,607,Delivered,06:11:54,222
1826,608,Delivered,02:49:00,230
1828,609,Delayed,14:53:07,92
1829,610,Delivered,00:28:33,200
1832,611,Delivered,00:17:23,40
1841,612,Delayed,03:00:24,214
1842,613,Delayed,18:02:01,95
1843,614,Delivered,08:43:42,160
1844,615,Delivered,00:05:51,144
1846,616,Delivered,05:08:22,60
1851,617,Delayed,08:31:16,15
1857,618,Delivered,02:50:23,170
1858,619,Delivered,21:20:44,215
1860,620,Delivered,21:29:45,222
1865,621,Delivered,20:07:15,8
1866,622,Delivered,17:08:18,291
1867,623,Delivered,22:33:49,201
1868,624,Delivered,20:24:52,24
1872,625,Delivered,00:50:21,184
1875,626,Delivered,13:27:40,64
1881,627,Delayed,03:38:50,191
1882,628,Delivered,08:07:48,276
1883,629,Delayed,05:50:08,236
1884,630,Delayed,15:34:15,87
1896,631,Delayed,02:21:58,166
1902,632,Delivered,14:41:38,201
1904,633,Delivered,07:47:46,279
1906,634,Delayed,14:15:03,274
1909,635,Delivered,02:17:00,71
1912,636,Delivered,15:11:30,240
1914,637,Delayed,19:47:12,237
1923,638,Delivered,12:25:44,208
1930,639,Delayed,20:40:56,114
1932,640,Delivered,15:39:48,110
1933,641,Delayed,09:11:16,41
1935,642,Delayed,12:17:03,45
1938,643,Delivered,08:37:30,146
1941,644,Delayed,22:26:08,87
1944,645,Delivered,06:01:42,38
1946,646,Delivered,23:30:34,24
1947,647,Delivered,02:43:08,181
1951,648,Delayed,01:44:35,229
1954,649,Delayed,02:33:04,39
1955,650,Delayed,11:24:34,231
1956,651,Delivered,02:43:05,251
1961,652,Delayed,14:26:39,24
1962,653,Delivered,11:35:18,50
1972,654,Delivered,20:29:34,256
1974,655,Delivered,15:23:21,15
1978,656,Delayed,11:55:18,262
1979,657,Delayed,11:30:08,190
1983,658,Delayed,01:59:34,30
1984,659,Delivered,12:14:49,268
1988,660,Delayed,11:51:53,49
1989,661,Delayed,04:13:01,184
1991,662,Delayed,06:22:56,106
1992,663,Delayed,21:38:46,218
1993,664,Delayed,15:51:12,127
1994,665,Delayed,18:16:40,267
1995,666,Delayed,23:11:30,253
1996,667,Delivered,22:57:27,154
1997,668,Delayed,05:17:10,2
2000,669,Delivered,08:29:14,295
2001,670,Delivered,00:31:16,227
2004,671,Delivered,11:54:15,148
2005,672,Delayed,21:43:01,33
2008,673,Delayed,15:55:58,17
2009,674,Delayed,23:28:50,267
2012,675,Delayed,09:34:41,240
2014,676,Delayed,08:25:49,189
2020,677,Delayed,01:52:05,198
2022,678,Delivered,08:11:16,16
2025,679,Delayed,13:08:56,271
2027,680,Delivered,23:53:44,167
2028,681,Delivered,10:16:30,155
2029,682,Delivered,21:03:01,1
2033,683,Delivered,09:45:30,157
2034,684,Delivered,08:57:32,11
2037,685,Delivered,07:15:23,45
2038,686,Delayed,14:51:11,196
2039,687,Delivered,22:35:22,82
2040,688,Delivered,09:03:52,84
2041,689,Delayed,22:02:09,218
2044,690,Delivered,12:11:10,87
2049,691,Delivered,11:16:11,17
2050,692,Delivered,03:31:03,80
2057,693,Delayed,14:31:11,192
2058,694,Delayed,12:02:24,204
2059,695,Delayed,02:28:15,270
2060,696,Delayed,21:56:57,173
2065,697,Delayed,02:48:45,246
2070,698,Delayed,05:34:44,81
2071,699,Delayed,07:48:15,202
2077,700,Delivered,01:05:56,19
2081,701,Delayed,23:11:02,29
2082,702,Delayed,20:17:24,111
2083,703,Delayed,09:09:06,228
2086,704,Delivered,13:47:20,90
2087,705,Delivered,19:46:18,35
2089,706,Delivered,09:46:39,94
2091,707,Delivered,21:32:11,263
2095,708,Delayed,02:16:34,62
2098,709,Delivered,23:28:39,164
2101,710,Delivered,10:19:52,79
2103,711,Delivered,16:00:06,226
2105,712,Delayed,17:04:35,15
2106,713,Delayed,06:03:05,223
2107,714,Delayed,03:21:06,179
2108,715,Delivered,06:08:35,244
2110,716,Delivered,06:16:29,204
2115,717,Delayed,17:14:42,131
2124,718,Delivered,12:05:34,7
2127,719,Delayed,07:47:16,36
2128,720,Delivered,06:32:22,126
2138,721,Delivered,19:37:39,106
2141,722,Delivered,02:06:44,168
2145,723,Delayed,20:55:02,247
2155,724,Delayed,14:20:36,233
2158,725,Delivered,00:28:41,7
2161,726,Delayed,18:35:03,228
2166,727,Delayed,05:31:51,128
2169,728,Delivered,22:47:28,108
2170,729,Delayed,08:54:37,115
2171,730,Delivered,12:05:33,104
2179,731,Delayed,16:32:02,189
2180,732,Delivered,07:20:08,251
2181,733,Delayed,10:21:48,82
2186,734,Delivered,17:20:59,56
2187,735,Delayed,13:09:14,272
2189,736,Delayed,19:24:09,186
2191,737,Delivered,07:33:17,86
2192,738,Delivered,08:20:09,113
2195,739,Delayed,07:53:18,264
2196,740,Delayed,04:15:09,290
2197,741,Delivered,11:58:37,2
2198,742,Delayed,07:59:02,39
2200,743,Delivered,17:39:14,131
2204,744,Delayed,00:04:30,262
2209,745,Delivered,20:30:10,88
2212,746,Delivered,13:31:06,205
2215,747,Delayed,16:03:06,294
2219,748,Delayed,11:04:41,258
2225,749,Delayed,07:08:03,56
2226,750,Delayed,03:28:09,98
2228,751,Delayed,04:22:52,16
2231,752,Delivered,07:39:32,214
2250,753,Delayed,23:09:25,293
2252,754,Delayed,18:35:13,118
2257,755,Delivered,14:49:12,55
2263,756,Delayed,12:45:14,103
2265,757,Delivered,05:39:46,201
2266,758,Delivered,09:28:29,25
2267,759,Delivered,02:20:30,282
2268,760,Delivered,14:30:23,185
2273,761,Delivered,11:27:55,88
2274,762,Delivered,06:54:02,39
2279,763,Delayed,23:17:09,22
2280,764,Delivered,19:19:08,286
2282,765,Delivered,15:58:57,269
2288,766,Delivered,09:42:04,76
2293,767,Delayed,08:32:14,250
2296,768,Delayed,07:23:35,119
2298,769,Delivered,08:29:52,58
2299,770,Delivered,03:54:15,245
2300,771,Delivered,09:48:14,291
2301,772,Delayed,22:49:55,274
2304,773,Delivered,18:19:34,126
2305,774,Delivered,08:17:09,118
2309,775,Delayed,03:48:29,271
2312,776,Delayed,06:50:13,75
2315,777,Delayed,09:49:29,141
2318,778,Delivered,14:48:55,211
2319,779,Delivered,07:02:26,231
2320,780,Delayed,11:36:05,140
2323,781,Delivered,02:30:39,161
2328,782,Delayed,08:18:31,292
2333,783,Delivered,23:36:53,7
2335,784,Delivered,15:29:34,90
2337,785,Delayed,14:10:23,241
2340,786,Delayed,16:30:01,239
2341,787,Delayed,16:27:32,22
2342,788,Delivered,08:37:47,178
2347,789,Delivered,10:22:14,280
2350,790,Delivered,09:28:49,122
2351,791,Delayed,16:23:22,84
2352,792,Delivered,05:27:51,253
2355,793,Delivered,02:19:08,194
2360,794,Delayed,13:20:41,204
